,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN,BA,BA,BA,BA,BA,NVDA,NVDA,NVDA,NVDA,NVDA,BRK.A,BRK.A,BRK.A,BRK.A,BRK.A,GS,GS,GS,GS,GS,COP,COP,COP,COP,COP,GILD,GILD,GILD,GILD,GILD,CCOI,CCOI,CCOI,CCOI,CCOI,PG,PG,PG,PG,PG
,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-21 00:00:00-04:00,238.3659,240.99,238.32,240.53,17427391,1768.63,1785.88,1765.0,1785.835,1771449,332.89,334.24,324.4,331.05,14299036,193.2021,196.55,192.2,196.0301,5707707,315275.0,317133.0,315275.0,317133.0,258,208.67,210.86,207.68,209.24,1768884,54.25,56.11,54.08,55.97,5564180,65.0105,65.37,64.865,65.21,2868854,57.5999,57.83,57.125,57.67,126815,117.42,119.12,117.35,119.05,5198289
2019-10-22 00:00:00-04:00,241.16,242.2,239.6218,239.97,19060536,1788.15,1789.7799,1762.0,1765.34,1925469,336.07,341.48,334.46,337.1,7400834,198.28,202.53,195.3,195.53,7587478,316300.0,317867.0,315888.0,315888.0,113,209.59,211.65,208.31,209.6,1677826,55.94,57.65,55.93,56.54,5430105,65.71,66.59,65.67,65.86,5143509,57.69,58.295,57.55,58.03,184647,124.0,124.22,121.6,122.18,13023022
2019-10-23 00:00:00-04:00,242.1,243.24,241.22,243.14,17199153,1761.3,1770.05,1742.0,1761.99,1920970,345.0,350.8,336.5,340.6,10084470,192.31,195.66,191.03,195.1,6403590,316000.0,316557.0,314398.0,316480.0,266,209.22,212.0193,209.0,211.35,1403216,56.62,56.82,55.57,56.26,4286807,65.72,66.65,65.53,66.58,5007001,57.72,58.39,57.51,58.18,148482,121.99,123.73,121.84,123.01,6280556
2019-10-24 00:00:00-04:00,244.51,244.8,241.805,243.6,15641517,1771.09,1788.3379,1760.27,1781.5935,2931765,341.7,345.74,337.77,344.55,4841613,196.75,198.21,195.38,196.83,5244570,315250.0,316855.0,314619.0,315278.0,458,211.61,213.145,209.775,211.03,1142396,56.57,56.9,55.73,56.13,3339693,66.75,66.75,65.625,65.98,4783754,58.46,58.46,57.82,57.98,116335,123.76,125.77,123.34,124.77,6208509
2019-10-25 00:00:00-04:00,243.16,246.73,242.88,246.58,15414721,1697.55,1764.21,1695.0,1762.0,8773821,342.92,343.37,338.9,339.91,3671930,200.1,205.3804,199.79,204.54,9813983,315250.0,318419.0,315250.0,317880.0,348,210.18,215.42,210.18,214.23,2420159,56.09,56.7,55.5935,56.33,2681605,63.0,64.27,62.52,63.33,10560647,57.83,58.64,57.5,57.77,114787,124.82,124.82,123.17,123.18,4216049
2019-10-28 00:00:00-04:00,247.42,249.25,246.72,249.04,22187260,1750.7,1778.7,1742.5,1777.04,3399815,341.5,344.98,339.49,340.88,2954549,206.3,208.9,205.1168,206.77,7443919,318000.0,319923.0,318000.0,319500.0,442,216.32,218.92,215.69,217.68,2209308,56.48,56.95,54.86,55.61,6508720,63.63,63.945,62.78,63.7358,6944222,57.86,58.62,57.8,58.31,115798,123.48,124.12,122.6,123.46,4043342
2019-10-29 00:00:00-04:00,248.97,249.75,242.57,243.29,32725739,1775.0,1777.0,1755.81,1763.04,2063458,340.19,349.72,339.218,348.85,5693168,206.23,206.49,202.14,202.9,4714844,318200.0,319772.0,318000.0,319451.0,468,217.22,219.28,216.45,217.62,1842590,55.8,57.97,54.39,57.07,7355507,64.0,64.0,63.25,63.44,4746529,58.02,58.7,57.965,58.44,118692,123.2,124.56,123.1,123.62,4846150
2019-10-30 00:00:00-04:00,244.76,245.3,241.21,243.29,25443913,1760.24,1782.38,1759.115,1780.0,2194972,346.63,350.0,343.27,346.07,3800155,204.0,204.23,200.26,203.1,4655125,318735.0,320015.06,317490.0,319980.0,388,217.02,217.05,213.81,215.81,1450550,57.44,57.46,54.95,55.04,6473731,63.45,63.6,62.67,63.15,5705266,58.26,58.85,58.05,58.72,125442,123.99,125.17,123.5,124.94,4094403
2019-10-31 00:00:00-04:00,247.24,249.17,237.26,248.84,29688327,1775.99,1792.0,1771.4753,1777.1431,2375710,342.19,343.13,339.45,339.94,2557318,202.16,203.0,197.81,201.14,4624186,319347.0,319350.0,317310.0,318548.0,350,211.97,213.44,211.75,213.39,1172067,54.6,55.18,54.39,55.18,3639443,62.91,63.82,62.74,63.72,4193997,58.69,58.93,57.84,58.65,102019,124.31,124.57,123.355,124.522,2820779
2019-11-01 00:00:00-04:00,249.54,255.93,249.16,255.84,33985331,1788.01,1797.445,1785.279,1791.47,2375327,340.59,345.11,340.186,345.09,2946363,199.6,203.89,198.64,202.74,6021239,320250.0,324850.0,320000.0,323713.0,567,215.26,217.89,214.75,217.45,1817919,55.65,57.49,55.58,57.14,5526174,63.97,64.99,63.76,64.66,4126583,58.85,58.85,56.88,57.74,146717,124.83,125.138,123.245,123.85,5165078
2019-11-04 00:00:00-05:00,257.33,257.845,255.38,257.48,23618001,1801.5,1815.06,1801.01,1805.27,2513437,346.46,351.45,346.05,351.07,3272565,205.85,211.0,204.9203,210.57,8751356,326850.0,327867.0,325523.0,327000.0,346,219.7,220.69,218.57,219.9,2321045,57.76,58.57,57.21,58.02,5027404,65.16,65.4834,64.03,65.25,5944293,58.14,58.36,57.85,58.25,149977,123.92,123.92,118.64,119.08,9222504
2019-11-05 00:00:00-05:00,257.05,258.19,256.32,257.15,17738372,1809.16,1810.25,1794.0,1801.7,1650756,355.23,361.61,353.1901,358.27,4954059,210.49,211.54,207.68,209.63,7083262,328000.0,332500.0,327500.0,331550.0,771,220.8,221.78,218.47,218.61,2298774,58.62,59.33,58.358,58.5,6403007,65.41,66.27,65.19,65.41,5451907,58.42,58.9,57.59,57.655,104350,118.83,119.585,118.2368,119.01,7007964
2019-11-06 00:00:00-05:00,256.84,257.49,255.365,257.24,15328064,1801.0,1802.5,1788.58,1795.94,1790400,358.86,359.4,353.13,354.05,3316303,208.64,209.67,204.11,207.6,6010205,331000.0,333000.0,330500.0,333000.0,371,218.01,219.07,216.55,218.54,1504706,58.25,59.08,57.345,57.61,4665592,65.63,66.17,65.07,65.41,4650182,57.55,58.53,56.96,57.51,168846,119.1,120.35,118.66,120.31,5290792
2019-11-07 00:00:00-05:00,258.74,260.35,258.11,259.5,22267200,1803.76,1805.9,1783.48,1788.2,2365870,356.12,359.4,355.05,357.54,2534399,211.106,211.7,206.54,208.4,6583265,333720.0,335000.0,332600.0,334145.0,462,220.77,224.77,220.41,223.28,3366448,58.3,59.63,58.3,59.58,7415175,65.02,65.17,63.44,63.98,6718014,60.1,62.85,59.08,60.75,460473,120.34,120.34,118.81,119.61,6317581
2019-11-08 00:00:00-05:00,258.69,260.44,256.85,260.14,15896858,1787.89,1789.88,1774.04,1785.88,1930135,356.4,357.0,350.55,350.69,2864466,207.55,209.05,206.15,207.77,4336884,333225.0,333233.78,329975.0,331900.0,199,223.0,223.23,221.1,222.97,1458381,58.89,59.295,57.9188,59.17,4009940,63.53,65.52,63.52,65.37,3931714,61.06,62.66,60.92,62.33,394196,119.85,120.59,119.16,119.69,3501732
2019-11-11 00:00:00-05:00,258.3,262.47,258.28,262.2,19401290,1778.1,1780.0,1767.13,1771.9,1776035,349.04,369.75,345.5643,366.96,11016488,207.75,209.11,204.2801,208.13,5545901,330380.0,331650.0,330380.0,331200.0,122,220.9,221.41,218.52,218.99,2044438,58.66,59.24,58.3,58.91,4223276,65.02,65.15,64.329,64.65,3088180,62.15,64.45,62.15,64.24,262577,119.48,120.0,119.09,119.34,3403727
2019-11-12 00:00:00-05:00,261.55,262.79,260.92,261.98,19425255,1774.66,1786.22,1771.91,1778.23,1830806,366.49,367.11,360.01,362.88,5206524,209.72,211.86,208.31,209.61,6546200,331850.0,333170.6,330950.1,331355.1,137,218.56,221.11,217.9264,220.41,1700516,58.98,59.45,57.935,58.23,4012855,64.56,64.86,64.15,64.32,3843603,64.11,64.91,63.78,64.91,238557,119.49,119.6,118.545,119.28,3861112
2019-11-13 00:00:00-05:00,261.13,264.78,261.07,264.47,24029891,1773.39,1775.0,1747.3217,1753.4,2777022,361.87,366.62,361.1153,362.49,2981834,208.39,209.46,205.9,208.56,7267579,329150.0,330025.0,328240.0,329680.0,178,218.39,219.84,217.01,219.31,1559259,57.84,58.018,57.22,57.56,3265729,64.15,64.15,63.1,63.33,3883773,64.49,64.57,61.48,62.78,236510,119.9,121.05,119.87,120.64,4881971
2019-11-14 00:00:00-05:00,263.75,264.88,262.1,262.69,20368211,1750.27,1766.5931,1749.56,1754.65,2017087,363.1,368.48,361.48,367.46,4900985,208.93,209.88,206.516,209.8,9898658,329500.0,329892.0,327119.88,329095.0,161,218.79,220.47,218.0301,219.51,1169440,57.76,58.05,56.96,57.26,2832684,63.23,64.0,62.38,63.81,6256875,62.7,62.88,62.03,62.81,124191,120.62,121.17,120.114,120.51,4101827
2019-11-15 00:00:00-05:00,263.68,265.78,263.01,265.75,23136341,1760.05,1761.68,1732.86,1739.08,3623321,370.0,373.48,369.3,371.5,4979163,209.7,211.7799,200.6377,204.12,25053376,329400.0,330269.1,328455.0,329455.0,355,220.0,221.09,219.06,220.3,1379791,57.56,58.285,57.55,58.26,3639060,64.13,65.22,64.0,65.05,5952804,63.11,63.5,62.79,63.05,186804,120.99,120.99,119.97,120.5,4557670
2019-11-18 00:00:00-05:00,265.8,267.43,264.23,267.12,18045658,1738.3,1753.7,1722.71,1752.86,2585138,371.67,375.6026,367.9,369.37,3335953,203.76,213.35,203.76,212.27,13695831,330000.06,330500.0,327800.0,329035.0,272,219.73,219.95,218.04,219.72,1197689,57.7,57.78,56.3915,56.69,4648450,64.88,65.17,63.72,64.3,4442298,62.93,63.62,62.6664,63.33,135894,120.25,122.56,120.17,121.85,5376702
2019-11-19 00:00:00-05:00,267.9,268.0,265.3926,266.29,14685205,1756.99,1760.68,1743.03,1753.16,1854190,373.51,374.83,361.6101,366.89,5791692,211.17,211.98,205.65,208.0,9836312,329860.0,329900.0,328315.0,328709.0,251,220.56,220.68,218.31,220.02,1462114,56.83,57.53,56.3,57.17,5562267,64.73,65.05,64.5,65.0,4641434,63.41,64.08,63.16,63.52,137529,121.93,122.78,121.125,121.4,4274159
2019-11-20 00:00:00-05:00,265.54,266.083,260.4,263.22,22181038,1749.14,1762.524,1734.12,1746.6335,2321723,366.0,370.99,365.75,370.8,3312088,207.07,214.55,206.5643,211.175,11341947,327600.0,327770.0,324200.0,326665.0,288,218.36,219.4709,216.4,217.89,1833535,57.1,59.55,56.92,59.38,8572380,64.78,65.3,64.48,64.86,5568374,63.51,63.84,62.31,62.98,159875,121.42,122.375,120.93,122.29,4359805
2019-11-21 00:00:00-05:00,263.71,264.005,261.18,262.01,25411879,1743.0,1746.87,1730.36,1735.0,2377252,369.75,370.7642,366.255,366.44,2015511,211.0,213.24,209.31,210.19,6865669,326000.0,326703.0,324580.1,324885.0,213,218.6,219.32,216.82,218.23,1386543,59.55,60.55,59.4,60.21,9556444,65.1,65.8,64.51,65.73,4624343,62.55,62.81,62.04,62.56,191575,121.78,122.54,120.2756,120.34,4810894
2019-11-22 00:00:00-05:00,262.59,263.18,260.84,261.84,14301792,1739.0,1746.43,1731.0,1745.85,2165005,368.27,373.55,366.61,371.16,3491563,211.09,212.9633,209.94,210.89,5249484,325695.0,326975.0,325305.47,326962.0,143,218.0,220.71,218.0,220.26,1334295,60.49,61.39,59.635,59.9,5598833,65.79,65.94,65.19,65.275,3953322,62.64,62.72,61.54,61.66,198136,120.23,120.61,119.39,120.24,3335199
2019-11-25 00:00:00-05:00,262.71,266.44,262.52,266.42,15137109,1753.25,1777.42,1753.24,1773.69,2906729,372.52,374.3,369.2,373.13,2383395,216.04,221.41,215.52,221.23,12011468,328000.0,328900.0,327521.3,328226.75,188,220.89,223.95,220.89,222.8,1818028,60.0,61.16,59.21,61.05,5794344,65.53,67.28,65.49,67.22,6208201,61.92,63.14,61.65,62.95,153667,120.44,120.92,120.02,120.5,3399166
2019-11-26 00:00:00-05:00,266.94,267.16,262.5,264.1,14856696,1779.92,1797.03,1778.35,1796.99,2708603,373.66,374.77,371.36,373.51,2373930,220.5,220.6897,216.74,217.08,7913538,328301.0,328794.0,326780.12,328390.0,180,222.68,222.76,221.113,222.45,1388807,60.8,61.36,60.07,60.12,5967663,66.97,67.65,66.68,67.28,5474879,62.91,63.5,62.01,62.31,126593,120.73,122.35,120.41,122.22,4247112
2019-11-27 00:00:00-05:00,265.58,267.98,265.31,267.8999,14459464,1801.0,1824.5,1797.31,1818.23,2769246,369.96,371.83,366.8,368.08,3695456,218.67,220.05,217.18,218.24,4948420,328875.0,330910.0,327720.28,330910.0,290,223.45,224.28,221.86,222.95,1437350,60.35,60.48,59.27,60.35,4512186,67.28,67.485,66.7,67.14,3442797,62.57,63.05,62.25,62.8,108673,122.42,122.44,120.96,121.76,3024561
2019-11-29 00:00:00-05:00,266.6,268.0,265.9,267.18,8827719,1817.78,1823.98,1800.79,1800.96,1594416,367.5,368.3,366.31,366.41,1041900,217.0,218.14,215.78,216.74,3194256,330424.3,330879.7,329705.0,330800.0,345,220.88,222.0,220.41,221.4,547793,59.61,60.295,59.43,59.96,2162667,67.04,67.36,66.9,67.26,1820933,62.46,62.83,62.3,62.7,68577,121.99,122.63,121.71,122.13,1742199
2019-12-02 00:00:00-05:00,267.27,268.25,263.45,264.09,20260941,1804.0,1805.55,1762.68,1781.61,3420336,367.08,367.38,355.16,355.31,4089705,216.46,217.0,208.64,209.16,8809003,331353.84,332007.5,330373.75,330609.0,269,220.97,221.8,217.08,217.66,1822856,60.24,61.3,60.02,60.39,6190415,67.25,67.52,65.935,66.12,4438988,62.6,62.6,61.07,61.81,121315,121.94,122.78,120.9602,122.72,4490448
2019-12-03 00:00:00-05:00,258.31,259.53,256.29,259.52,25772086,1761.13,1772.87,1747.23,1770.33,3215969,352.09,355.558,347.61,352.24,4193326,201.87,207.82,200.37,207.67,11141074,327600.0,328000.0,324900.0,327580.0,200,215.43,215.43,210.0,212.27,2551165,59.74,59.91,58.611,58.91,5070692,65.79,66.2,65.17,66.07,4332905,61.48,62.21,61.1,61.82,136870,122.31,122.96,121.795,122.95,4404728
2019-12-04 00:00:00-05:00,261.07,263.31,260.68,261.74,14623003,1774.01,1789.0894,1760.2201,1760.48,2387073,354.7,355.29,348.82,348.85,2527214,211.14,211.92,208.27,209.41,6475667,326782.0,328100.0,326780.0,327440.0,172,213.54,216.99,212.38,215.97,1308827,59.36,61.05,59.1801,60.63,6934966,66.3,67.22,66.06,66.75,4017661,62.15,62.69,61.635,62.23,168164,122.75,124.58,122.69,124.54,5049338
2019-12-05 00:00:00-05:00,263.79,265.89,262.73,265.58,15381351,1763.5,1763.5,1740.0,1740.48,2472575,350.22,350.42,345.59,345.68,3547831,210.3,210.93,207.5083,208.74,4174637,328200.0,329560.1,327500.0,329270.0,153,217.15,217.63,215.4185,217.26,1122995,61.0,61.265,59.44,59.84,4104654,66.9,66.95,65.4,65.95,3892581,62.34,62.63,61.73,62.02,153700,124.27,124.63,123.66,124.62,4210032
2019-12-06 00:00:00-05:00,267.48,271.0,267.3,270.7,23057888,1752.33,1754.4,1740.13,1751.59,2739956,347.74,354.4,347.1104,354.06,2457491,211.52,213.49,211.12,212.18,5289152,332870.0,334459.97,332600.0,333795.0,339,219.95,225.4,218.815,224.53,3440976,60.31,62.13,60.13,61.95,6846228,66.43,67.545,66.08,67.06,3428603,62.62,62.95,61.61,61.67,147260,124.73,125.45,123.89,124.19,5937659
2019-12-09 00:00:00-05:00,270.0,270.8,264.91,266.92,27858494,1750.66,1766.8918,1745.61,1749.42,2123839,352.67,353.6,349.57,351.15,2214387,211.25,214.37,210.9,212.12,4433848,333640.0,334998.0,331770.0,332100.0,193,224.61,224.65,221.77,221.84,1686745,61.58,62.22,61.38,61.82,4540609,67.18,67.88,66.83,66.93,4534486,61.32,62.14,59.97,60.03,320671,124.31,125.14,124.18,124.88,4763715
2019-12-10 00:00:00-05:00,268.6,270.07,265.86,268.62,20404044,1747.4,1750.67,1735.0,1739.49,2186409,350.15,351.4024,347.45,347.9,2653442,213.46,216.06,211.26,213.99,5905576,331904.0,333004.7,330670.0,331940.0,459,221.67,222.88,220.55,221.945,1067308,61.84,62.01,61.33,61.75,3707719,66.85,67.18,66.13,67.09,3813784,60.24,61.24,59.92,60.54,130756,124.78,124.87,124.1232,124.29,3455107
2019-12-11 00:00:00-05:00,268.81,271.1,268.5,270.74,17110774,1741.67,1750.0,1735.7102,1748.9,1716841,342.1,350.03,338.5,350.01,6823538,214.4,217.56,214.3,217.35,5145198,331424.0,333900.0,331424.0,333900.0,278,222.25,222.85,220.84,221.18,1298927,61.37,61.84,61.0252,61.68,3110059,67.355,67.985,67.11,67.78,4935721,60.79,61.78,60.4,61.5,120575,124.27,125.27,124.07,124.63,3890547
2019-12-12 00:00:00-05:00,267.79,272.5599,267.321,271.46,30907462,1750.7,1764.0,1745.44,1760.18,2695799,348.25,351.07,341.0,346.29,5409831,216.18,224.8,215.82,224.11,9462900,334330.0,339769.6,334330.0,338800.0,591,221.91,226.7762,220.6,226.05,2483597,61.49,62.95,61.37,62.58,4233866,67.16,68.16,67.02,67.61,4981092,61.35,62.05,61.05,62.02,237741,124.78,125.76,123.88,124.57,4295229
2019-12-13 00:00:00-05:00,271.46,275.3,270.93,275.26,29835265,1765.0,1768.99,1755.0,1760.93,2377943,346.3,349.31,341.1,341.62,3897436,224.19,228.98,221.82,223.99,10390811,337754.0,339704.44,336000.0,338250.5,204,226.72,227.99,223.7023,225.0,1597854,63.45,64.07,62.49,62.69,5085890,66.25,66.805,65.46,65.7797,6426941,62.01,63.16,61.52,62.97,212974,124.21,125.74,123.79,125.51,3714244
2019-12-16 00:00:00-05:00,276.99,280.79,276.98,279.86,26824132,1767.0,1769.5,1757.05,1769.21,2730112,328.53,336.233,326.43,327.0,14747902,225.9,228.0642,224.77,225.2,7747889,339850.0,341785.0,339312.62,340150.0,321,228.5,230.7,227.87,227.99,2407022,63.05,63.57,62.525,62.8,4621521,66.25,66.79,66.09,66.12,6235752,63.54,63.7082,61.535,61.72,299834,125.47,126.35,125.35,125.55,3934561
2019-12-17 00:00:00-05:00,279.57,281.77,278.8,280.42,24453671,1778.01,1792.0,1777.39,1790.66,3202975,322.06,330.95,320.61,326.91,12590949,225.9,229.2,225.52,228.3,7117490,340807.25,342250.0,339825.5,340400.0,267,230.0,232.07,228.8,231.2,2972178,62.9,63.78,62.9,63.5,4981512,66.18,66.41,65.785,66.2,5128730,61.91,62.5,61.55,62.03,250180,125.59,125.98,124.31,125.28,4791699
2019-12-18 00:00:00-05:00,279.8,281.9,279.12,279.71,22974624,1795.45,1797.86,1782.36,1782.36,2834170,328.72,335.25,328.14,330.73,6207074,229.69,231.94,229.35,229.42,7296798,340250.0,340646.0,337400.0,337505.0,233,231.97,232.195,229.94,230.45,1607592,63.47,63.955,63.15,63.2,4218311,66.31,66.5,65.26,65.68,5658812,62.29,62.86,61.795,62.54,225749,125.31,125.87,123.69,124.01,5119223
2019-12-19 00:00:00-05:00,279.61,281.18,278.95,280.03,17776673,1780.5,1792.99,1774.06,1792.29,1947166,332.9,334.81,330.98,333.5,4359908,230.9,236.0,230.7,235.5,10357629,337320.0,338498.7,336065.0,337520.0,451,230.95,231.39,228.96,229.94,1877636,62.98,63.37,62.905,63.2,3693737,65.91,65.91,65.16,65.28,7496807,62.77,63.98,62.49,63.98,190587,124.16,125.2,123.9,124.91,4262123
2019-12-20 00:00:00-05:00,282.23,282.65,278.56,279.28,34326205,1799.64,1802.97,1782.45,1786.57,3782377,334.62,335.5,328.11,328.14,7550507,238.13,240.39,237.355,239.39,11476995,340219.0,341754.84,338567.25,339581.0,243,230.96,231.29,228.62,228.91,3322798,63.93,64.02,63.23,63.74,5365629,65.59,67.0,65.17,66.84,13297734,64.2,65.36,64.11,65.21,534236,126.15,126.6,125.03,125.37,10570598
2019-12-23 00:00:00-05:00,280.53,284.25,280.3735,283.97,18929964,1788.26,1793.0,1784.51,1793.0,1759437,336.75,340.5899,334.2,337.54,8555315,240.8,241.81,238.39,238.82,7572119,339202.75,339850.0,337632.5,338070.0,199,229.66,230.48,228.41,229.09,1343492,63.67,64.835,63.46,64.6,4669115,66.7,67.4,66.54,66.75,5130288,65.48,66.13,64.58,65.5,303858,125.52,125.82,124.685,124.91,4649046
2019-12-24 00:00:00-05:00,284.69,284.89,282.9197,284.2762,9678447,1793.81,1795.57,1787.575,1789.63,800738,339.51,339.75,332.62,333.0277,3553511,238.2,239.31,236.82,238.62,3327083,337920.0,338169.6,337649.0,338079.78,81,228.98,229.95,228.37,229.9365,423936,64.76,65.51,64.61,64.71,2124730,66.81,66.94,66.29,66.72,1804392,65.75,65.75,64.91,65.14,73947,124.79,125.3099,124.58,125.18,1798951
2019-12-26 00:00:00-05:00,284.78,289.98,284.7,289.91,20772521,1801.2,1870.46,1799.5,1869.02,6125518,332.7,333.36,329.3,329.92,3814549,238.76,240.32,238.0,239.14,4228507,339725.0,339725.0,338439.0,339650.0,148,230.26,232.1999,229.99,231.2,921050,65.09,65.7359,64.85,65.03,4089290,66.71,66.91,66.15,66.39,2692794,65.35,65.5899,65.18,65.5,124656,125.1,125.745,124.87,125.23,3566876
2019-12-27 00:00:00-05:00,291.12,293.97,288.12,289.83,32927275,1882.92,1901.4,1866.01,1869.26,5755838,330.2,333.65,329.17,330.12,3495762,239.8,240.34,235.81,236.87,5735838,339600.0,340550.0,338340.0,338920.03,167,231.81,232.21,230.47,230.61,941036,65.2,65.63,64.61,65.01,4654629,66.38,66.49,65.71,65.95,3507379,65.68,66.11,65.22,65.58,147801,125.56,126.295,125.39,126.07,2975061
2019-12-30 00:00:00-05:00,289.46,292.69,285.22,291.647,33920736,1874.0,1884.0,1840.62,1847.18,3444132,330.5,330.6299,325.7127,326.54,3801439,235.99,236.2,231.06,232.31,5500250,339000.0,339960.0,337025.06,338750.0,340,231.68,231.68,229.5,229.89,1181110,65.07,65.25,64.53,64.62,3104951,65.73,66.1,64.81,64.93,4999042,65.51,66.665,65.43,66.27,157042,125.76,125.98,124.14,124.51,2931062
2019-12-31 00:00:00-05:00,289.93,293.68,289.52,293.37,21437960,1841.99,1853.26,1832.23,1847.64,2138549,325.41,326.57,323.32,325.63,4275965,230.9,235.675,230.13,235.35,4810130,338750.0,340000.0,337920.0,340000.0,142,229.71,229.97,228.67,229.88,1056876,64.15,65.17,63.9,65.01,2746838,64.88,65.06,64.35,64.98,5190297,66.0,66.64,65.65,65.77,138778,124.43,124.99,123.95,124.87,2986857
2020-01-02 00:00:00-05:00,296.24,300.6,295.19,300.58,30589026,1874.79,1898.0,1864.15,1897.71,3583611,328.55,333.35,327.7,333.35,3938945,238.75,239.91,236.72,239.86,5456281,341150.0,342249.0,340065.0,342095.0,416,231.0,234.64,230.16,234.36,3148450,65.28,65.68,64.85,65.47,3575387,65.53,65.74,65.04,65.24,3822862,65.81,66.16,65.2,65.54,163546,124.5,124.73,122.94,123.41,5965498
2020-01-03 00:00:00-05:00,297.15,300.58,296.5,297.38,31609363,1864.5,1886.1965,1864.5,1874.93,3293469,330.63,334.89,330.3,332.75,3309355,235.1,237.83,234.1,236.04,4713120,338206.72,341040.0,337755.0,339500.0,241,231.6,232.61,230.3,231.51,1824625,67.04,67.13,65.067,65.71,5615268,64.63,65.37,64.5646,65.07,3426698,65.92,66.81,65.09,66.69,225413,122.16,123.53,121.86,122.53,5620548
2020-01-06 00:00:00-05:00,293.79,299.96,292.75,299.78,27487207,1860.0,1903.69,1860.0,1903.33,3598872,329.3,334.86,327.88,333.7,4718688,232.32,237.27,231.27,237.03,5799284,337750.0,340340.0,337100.0,340210.0,279,229.93,234.02,229.49,233.95,2643965,66.28,66.94,65.88,66.48,7590021,64.67,65.825,64.66,65.66,5137522,66.26,67.75,66.03,67.675,203797,122.57,123.19,122.3787,122.75,4535596
2020-01-07 00:00:00-05:00,299.84,300.9,297.48,298.27,23877417,1904.5,1913.89,1892.0433,1906.86,3569706,334.26,344.19,330.71,337.22,8970019,238.2,241.77,236.39,239.94,7237217,340000.0,340000.0,338200.0,338825.0,282,235.0,237.77,234.76,235.515,4518117,66.44,66.49,65.74,66.48,4818751,65.26,65.29,64.17,65.12,5874187,67.42,68.12,67.04,68.0,221991,122.88,123.2059,121.87,122.01,4786221
2020-01-08 00:00:00-05:00,297.16,304.4399,297.156,303.15,29547763,1898.68,1910.9999,1886.4448,1892.09,3100021,332.4,334.03,329.6,331.36,7221744,239.76,242.04,238.149,240.49,6260748,339450.0,341580.0,338850.0,338850.0,192,235.68,239.75,235.48,237.78,2488223,66.45,66.63,64.52,64.935,5386277,65.11,66.24,64.81,65.8,4845761,68.24,69.795,68.24,69.24,324773,122.19,123.4299,122.0003,122.52,3652809
2020-01-09 00:00:00-05:00,307.25,310.43,306.2,309.71,39240341,1909.89,1917.82,1895.8038,1901.0,2913887,334.95,341.73,332.05,336.25,7646232,243.85,245.9297,240.855,243.02,5841549,341100.0,343216.4,340800.0,343000.0,279,241.34,243.4,239.82,242.7,3434987,64.57,66.15,64.29,66.07,5041993,65.81,66.07,65.3,65.85,3869527,69.24,70.96,69.13,70.49,383383,122.51,123.88,122.51,123.85,3509379
2020-01-10 00:00:00-05:00,310.6,312.67,308.25,310.37,32981826,1905.37,1906.94,1880.0,1882.98,2652859,335.56,337.7,329.4548,330.09,6502027,247.33,248.55,243.75,244.33,7623993,341910.0,342850.0,340000.0,340000.0,138,242.75,243.39,241.39,242.13,2003149,65.86,66.2,65.33,65.42,6513233,66.0,66.0899,64.98,65.035,4090727,70.83,70.8799,69.1543,69.95,239263,123.9,124.32,123.295,123.97,3162933
2020-01-13 00:00:00-05:00,311.66,317.07,311.15,316.97,28105058,1891.31,1898.0,1880.8,1891.41,2515868,332.4,334.1,330.08,330.15,4998169,247.66,252.9884,246.75,251.98,7187129,340600.1,342645.0,339560.0,342645.0,191,244.44,246.11,243.0,245.23,2864248,65.36,65.51,64.88,65.11,3289177,65.05,65.26,64.08,64.3,5630281,70.24,71.19,69.97,71.09,166648,124.0,124.9,123.81,124.87,3910356
2020-01-14 00:00:00-05:00,316.7,317.57,312.17,312.69,37279469,1885.96,1887.11,1858.55,1869.2,3123178,330.76,335.35,328.28,332.29,6205414,250.26,251.28,246.75,247.29,8102678,341101.0,342500.0,340490.0,340600.0,165,245.32,248.52,244.6,245.53,3648822,65.22,65.33,64.66,65.12,3626289,64.41,64.56,63.91,64.22,8224219,70.87,71.12,70.38,70.95,127456,124.65,125.2,124.48,124.68,4259673
2020-01-15 00:00:00-05:00,311.85,315.5,309.55,311.5,28107488,1872.13,1878.86,1855.09,1862.01,2658380,332.35,333.11,329.69,329.95,3951196,247.79,248.6891,244.53,245.57,6114053,340546.34,342950.0,340546.34,342550.0,121,242.0,249.5,239.16,245.36,4830311,65.0,65.33,64.44,65.01,2882254,64.21,64.93,63.98,64.1,5746916,70.96,72.2,70.96,72.2,206545,125.06,126.12,125.01,126.0,3838747
